randomized_id,start_lat,start_lng,end_lat,end_lng
4444696901291287728,51.100299,71.428542,51.076279,71.419872
1259981924615926140,51.09587,71.41415,51.0887,71.42455
-2022841201096710479,51.078553,71.428386,51.099727,71.429846
1297989119742281421,51.099659,71.429839,51.09963,71.430051
-2247032745704771490,51.082961,71.397774,51.102247,71.410735
2821957552425235320,51.099842,71.429627,51.102196,71.411281
2513900978790776093,51.080583,71.413043,51.080709,71.412149
-3096684360561249056,51.098662,71.431692,51.102114,71.410874
-2172450248395812669,51.085492,71.433207,51.081168,71.39967
3136884758321932953,51.08945,71.43756,51.09669,71.42743
-4317837897027109706,51.1022,71.41049,51.10048,71.42415
-1626607980783861266,51.076242,71.420072,51.099584,71.411998
-2580341546629037397,51.09966,71.42997,51.09857,71.42138
-163702367191974347,51.08266,71.39809,51.09063,71.42532
1457856951307904850,51.094252,71.436358,51.099153,71.402309
-7219960779787608750,51.09916,71.40191,51.10028,71.42868
6535710620019743343,51.07848,71.4287,51.09803,71.40576
-8639654372402153867,51.101084,71.406708,51.081129,71.399578
-794857066101450508,51.10215,71.411141,51.099733,71.429642
-6027501369315581066,51.08091,71.39956,51.1019,71.42269
-3604055234335429896,51.09578,71.42516,51.08983,71.42473
-7606448709539098078,51.086021,71.417532,51.086514,71.416052
4126296188612297478,51.099743,71.429831,51.0981,71.405508
-2081417390025724238,51.101268,71.406788,51.090215,71.405365
-5176948829454405703,51.09427,71.43603,51.09424,71.40754
2827254786886494597,51.094825,71.431736,51.089377,71.40255
-8913259330218792074,51.09896,71.40217,51.09375,71.43639
-1068944251322669231,51.08209,71.40316,51.08115,71.39961
8439657104173538563,51.10111,71.40674,51.08103,71.39954
2652841124581778479,51.09901,71.40187,51.09162,71.40347
-8265310833921550108,51.10115,71.41776,51.10015,71.40645
-6675251452741203708,51.094278,71.436198,51.099138,71.402544
6474288639559957767,51.09416,71.43624,51.08293,71.39763
8907141530049993855,51.08139,71.3998,51.10018,71.4286
8947086965263395599,51.07853,71.42843,51.09903,71.40184
5902474713428219990,51.10015,71.428547,51.081676,71.406355
-829041087661042357,51.09903,71.401778,51.076076,71.419886
6471110305867801508,51.10015,71.42877,51.07828,71.42888
-6507756865802121847,51.08781,71.4034,51.08781,71.4034
6830683883615545710,51.09773,71.412508,51.101239,71.406943
-2249342304427341746,51.08116,71.39961,51.10211,71.4227
1129299755335532504,51.100287,71.428509,51.101242,71.406928
4829825237485285287,51.08887,71.42603,51.08891,71.42606
4734761085985544046,51.100268,71.428586,51.100511,71.406649
-2227865565277714192,51.098987,71.401917,51.094144,71.436147
-9164579065866867128,51.089415,71.437763,51.097068,71.41684
4335579973202878914,51.07841,71.42912,51.09417,71.43617
-8780484841924711321,51.099818,71.429727,51.094213,71.435894
5856630609464817450,51.099795,71.429675,51.099798,71.412187
-997884238815100542,51.08119,71.399687,51.082504,71.400071
5307018789449217150,51.10081,71.40673,51.09466,71.40448
-7789453642740287330,51.096518,71.416711,51.095366,71.41051
-4286476929918058286,51.098619,71.404129,51.098732,71.431691
-3237409122616636937,51.09443,71.42675,51.08107,71.4096
270032356800411170,51.085962,71.405618,51.101246,71.407014
8191433644359309183,51.08259,71.40018,51.09665,71.41887
8203945156556009147,51.098968,71.402124,51.087641,71.420016
-7636345692308261004,51.10219,71.41057,51.09774,71.41135
1188973792002509404,51.099893,71.406296,51.102226,71.410772
-2852460958096957693,51.093806,71.419694,51.100165,71.426562
-5721597010517152167,51.10108,71.40676,51.07847,71.42883
-4960645754524330314,51.08899,71.42646,51.10024,71.42836
1635099828554805965,51.09899,71.4019,51.0941,71.43641
2522373252672010615,51.089384,71.437875,51.080979,71.399615
7591645327556369831,51.09416,71.43597,51.08111,71.39956
5827561127323354670,51.10107,71.40673,51.08376,71.41958
-796316918877860902,51.09982,71.42951,51.09724,71.41596
667746165863940627,51.095253,71.430046,51.099323,71.421884
4388237058398517312,51.094268,71.436301,51.088309,71.428312
8033674256197675647,51.09738,71.405533,51.07842,71.428354
7511312776958872205,51.100264,71.428566,51.08494,71.435998
-1420764184709140902,51.07621,71.42014,51.08548,71.43279
-7213349333182723335,51.098999,71.40186,51.093851,71.419594
137863211501030390,51.09183,71.42619,51.10028,71.4285
-7716177891999567741,51.08108,71.39961,51.10074,71.40654
-8352967576608604255,51.080895,71.399602,51.101278,71.406921
-3242447426756592204,51.07845,71.4288,51.08238,71.40106
7218383583516942409,51.086169,71.428473,51.102195,71.410755
4655498359336984228,51.07837,71.42857,51.08722,71.40792
-6014533402594853102,51.100064,71.422054,51.078936,71.426394
3715234301207579636,51.09478,71.41503,51.08664,71.42578
8722913738320774065,51.094562,71.421779,51.096963,71.427719
-2560516261851932661,51.09428,71.43611,51.09018,71.40609
4267621589372565803,51.08985,71.40934,51.09003,71.40895
6562662228381010768,51.09908,71.40229,51.08137,71.40868
2972094792648793556,51.07597,71.41998,51.10045,71.42504
4662662998637437688,51.100983,71.406677,51.102258,71.41093
-1658732391602812446,51.08491,71.43644,51.10199,71.42267
7214387287875320623,51.078215,71.427825,51.090282,71.40613
4571731656380756473,51.090911,71.428851,51.098872,71.404485
-1747025532584643618,51.09903,71.40192,51.08491,71.43644
1035493942611389659,51.099131,71.411831,51.100373,71.412256
-4224033180034142749,51.09435,71.436055,51.095812,71.423632
1591136123869080208,51.079729,71.418504,51.10221,71.410643
-6433538042968335582,51.08442,71.41714,51.09663,71.41041
-7267320888327309379,51.094214,71.436368,51.086911,71.418928
-1104029711124232317,51.078458,71.428812,51.081766,71.43428
-2015492524286761421,51.077189,71.420578,51.082775,71.397612
-6985553464751315883,51.09717,71.40541,51.07854,71.42834
-4348681951542459885,51.09246,71.4258,51.09905,71.40172
-2301610774940872866,51.102124,71.422478,51.08786,71.403356
-5154866067032082388,51.09897,71.40254,51.10043,71.41238
-8939808986530211433,51.084913,71.43643,51.091984,71.435572
-6843482995077127504,51.08937,71.41138,51.08757,71.41989
431402557739223498,51.09125,71.42349,51.10014,71.42869
-6376946091916117492,51.09878,71.40366,51.08932,71.43769
-2355468515832820999,51.080918,71.399611,51.101306,71.406958
-8473502331865785375,51.09576,71.41418,51.08815,71.43401
-834391958454701205,51.077171,71.420561,51.102189,71.410747
-8297875265760376772,51.099057,71.401718,51.094243,71.436295
-672140781473850767,51.087816,71.404363,51.088107,71.411623
-5595918467913173506,51.090158,71.403004,51.091282,71.412492
-5405800335494514412,51.101281,71.407011,51.094108,71.43632
1582456263890553774,51.101771,71.412898,51.095767,71.425278
-7677134939396389326,51.10043,71.42413,51.09499,71.416243
4939552803725711117,51.099021,71.401937,51.087938,71.403167
-1366708020200168610,51.081005,71.399534,51.087404,71.406875
6997661431857799906,51.09467,71.4217,51.08396,71.42647
-487401478540532381,51.08525,71.41045,51.08388,71.41964
655126322029348101,51.07822,71.42126,51.08881,71.42798
1345949986840542335,51.090329,71.403985,51.080939,71.399553
7743275635811531414,51.100111,71.428546,51.076133,71.419827
3183025798458650680,51.089747,71.40846,51.087532,71.412464
1385655102143863140,51.090443,71.428812,51.098535,71.431448
9178588395323308959,51.099808,71.429638,51.094166,71.436079
3232055681517463502,51.08734,71.42883,51.08095,71.3996
7120917932263666667,51.08492,71.43645,51.09427,71.43614
3374935162887289027,51.090235,71.411702,51.09022,71.41167
6563189580852629618,51.102062,71.422522,51.078632,71.420588
-7679718807994190260,51.089784,71.408691,51.084796,71.436675
-4838637855713123713,51.099024,71.402095,51.098835,71.404493
-172750849342681102,51.099066,71.40209,51.089346,71.437752
-7664135888263400863,51.0828,71.39756,51.07765,71.42547
4796711120828204890,51.09981,71.42931,51.08373,71.42045
3395162361247890318,51.089662,71.409096,51.084958,71.436262
-4191292286521484908,51.08254,71.4139,51.09835,71.40768
2828381616429636664,51.07608,71.4201,51.10205,71.42263
6703460082644682046,51.082926,71.39777,51.099644,71.429905
-6473450772010755768,51.076101,71.420127,51.100308,71.428609
-560954705275851849,51.098442,71.405852,51.089462,71.437394
3888471422222820021,51.09566,71.42477,51.08493,71.43635
7012601172213646956,51.09839,71.41152,51.10027,71.42864
5018634956815986356,51.084605,71.426057,51.084344,71.426571
-7747289256296864945,51.102246,71.410822,51.101188,71.406824
7589386866746338082,51.082797,71.397569,51.085863,71.406025
1055598284863483292,51.098308,71.427841,51.092033,71.403698
-7623408468047664133,51.100252,71.426139,51.084326,71.416272
441793485582559550,51.10122,71.4068,51.08698,71.4241
7360301448788885091,51.08612,71.42954,51.08158,71.40535
-6678208113172673221,51.08919,71.43465,51.07837,71.42851
-3234335193135469931,51.09396,71.41969,51.0829,71.39776
1218317408278968221,51.08795,71.41173,51.0956,71.42577
5249480654867614344,51.08289,71.39792,51.08397,71.42266
-785270393132304234,51.08745,71.41244,51.102,71.4226
-5104887757791658466,51.096814,71.408333,51.080997,71.39957
-5782566731769701084,51.088336,71.424243,51.088903,71.424447
287029130408512792,51.10031,71.42865,51.08941,71.437304
-7661461845340248451,51.099735,71.428386,51.094145,71.436203
2910025093663242251,51.087647,71.419798,51.08768,71.419708
-7978578404408246718,51.076081,71.420082,51.100068,71.42867
-8038022182392737093,51.087892,71.402995,51.097258,71.41142
-542308704255611669,51.081015,71.399637,51.085397,71.423065
2026309120791396706,51.100304,71.428486,51.102015,71.422674
-8914505120571452142,51.102167,71.410644,51.099638,71.430071
4003271936465474648,51.098975,71.4021,51.093903,71.428062
-2190272453798238331,51.086685,71.42379,51.093748,71.436389
7928333981051100298,51.09717,71.41525,51.09731,71.4142
4214924374872341783,51.09901,71.40205,51.08576,71.42372
-6601038803898632524,51.1002,71.42857,51.07596,71.41986
-4966132210551038485,51.10108,71.40673,51.07836,71.42878
1747444880645968012,51.08275,71.39797,51.09414,71.43622
2528459804091998624,51.10164,71.41294,51.10223,71.41063
-2275141516127960493,51.075964,71.420042,51.084057,71.423025
6844160447071038629,51.09429,71.436144,51.081131,71.399541
-4079216193235454880,51.099809,71.429453,51.0958,71.409318
-4920510470768152684,51.09361,71.410362,51.101911,71.422689
6766153983752326557,51.081194,71.399688,51.098616,71.404805
-1033250994091840978,51.08676,71.41106,51.09419,71.43605
3458912324523049690,51.100267,71.428522,51.081012,71.399583
9054171817471360472,51.097754,71.410946,51.101077,71.40676
-7947579773338731437,51.080926,71.399606,51.101354,71.407025
-4930661664712127158,51.090821,71.427702,51.094579,71.433395
2251032145040305953,51.084916,71.412486,51.094257,71.436128
3023361539028340377,51.08101,71.39952,51.10029,71.42872
3299023450289093573,51.09412,71.436072,51.099133,71.402157
-8195372055370255689,51.101348,71.407034,51.085288,71.408472
8667985599178897125,51.076096,71.420083,51.097311,71.421073
8205330487656531994,51.08096,71.399583,51.089977,71.408785
-5697567701546767952,51.094402,71.40444,51.075985,71.419832
-2205502178978074469,51.09602,71.422896,51.080886,71.399587
-7509198570278632728,51.100203,71.428574,51.082989,71.397701
-6689006151136853251,51.100859,71.406683,51.0814,71.399695
611278822181957718,51.09409,71.43604,51.09103,71.43498
7141298264394283210,51.085384,71.433396,51.086257,71.404804
5724586224528587970,51.08947,71.437523,51.0818,71.434253
2899157393474334813,51.100364,71.424648,51.082448,71.400174
1514038146497236510,51.085018,71.436244,51.092534,71.409816
5347981885448567820,51.098994,71.402317,51.078762,71.420729
223380726455140955,51.09358,71.42059,51.09121,71.42019
-8294534317566099618,51.082034,71.400089,51.078197,71.428523
-4451363764504728201,51.10033,71.42862,51.09055,71.43006
-4452689939671937671,51.100243,71.42859,51.078438,71.429141
7982407504579429840,51.09734,71.40552,51.10222,71.41063
3422659917015957311,51.081,71.39956,51.08944,71.43736
1302099844078688123,51.09903,71.402028,51.100315,71.428573
8332170206233013413,51.0822,71.40253,51.07748,71.42634
5077417133751415558,51.09877,71.40394,51.0973,71.41688
-536101643307143577,51.091062,71.426133,51.102034,71.422651
-5311392325146156885,51.10034,71.42861,51.07646,71.42003
-4784332766111613839,51.07595,71.42002,51.09961,71.42994
-1554817094041538718,51.099056,71.401847,51.09419,71.43616
1687660012129001291,51.089416,71.437847,51.097938,71.405647
6556988216864760761,51.10207,71.422757,51.096223,71.420827
7315511978432759742,51.102009,71.422517,51.088111,71.411676
3518921636021610892,51.09435,71.435916,51.09774,71.412163
-1786921526519439278,51.090429,71.420451,51.095883,71.420367
6923217368119641966,51.10025,71.4285,51.09416,71.43601
2022371246978631784,51.089396,71.425081,51.088372,71.424531
-503258595816896028,51.102206,71.41074,51.100453,71.424708
-148870741975769496,51.10035,71.42613,51.08891,71.41158
8495285292561744154,51.09434,71.436,51.09752,71.41303
-2491364452741450528,51.08618,71.40324,51.09809,71.4115
6288543355682945351,51.098626,71.404698,51.094142,71.436274
5103971244181355595,51.07872,71.42761,51.08291,71.39786
1213928578781727434,51.10221,71.41092,51.10154,71.42235
-9210829366468064350,51.079378,71.423012,51.099101,71.40236
-8792880907174247893,51.07841,71.429166,51.099592,71.428993
8539328646841049184,51.09163,71.422825,51.088877,71.429878
-6382382494661177578,51.09475,71.41989,51.09411,71.43634
-991227769591181348,51.08117,71.39957,51.0987,71.43163
-3897594395820452132,51.1008,71.42285,51.08112,71.39962
5963769190447265908,51.078462,71.429305,51.085748,71.417627
-5339323179471195449,51.096065,71.410686,51.090931,71.428786
-8284822053289541392,51.09654,71.41672,51.09806,71.40978
-5954099694270656748,51.096846,71.418164,51.097958,71.410694
3524022060835253263,51.085023,71.436443,51.098549,71.428134
-5695066199221970122,51.080936,71.3996,51.099691,71.429959
-2715358527872841449,51.08597,71.40483,51.09766,71.40763
8870549598404093087,51.10221,71.41067,51.08889,71.4251
5997200784441789701,51.100361,71.428526,51.090373,71.420533
2295129705972927589,51.084601,71.414219,51.089774,71.408274
-6576337631689429896,51.09143,71.42331,51.08679,71.42576
-3915663658499810939,51.07855,71.42846,51.08221,71.40242
-5094512214818462097,51.08276,71.39783,51.09572,71.4249
2876928675376432870,51.082722,71.398011,51.102232,71.410701
-8982513112848221916,51.07599,71.42001,51.10219,71.41055
1241203027035223339,51.084978,71.436748,51.102182,71.411235
-576429609776895823,51.09904,71.40174,51.08356,71.42631
3266479819298978440,51.095934,71.424547,51.0958,71.410098
-8351949612045101697,51.09321,71.41528,51.07601,71.41984
8756379268094824874,51.07614,71.42006,51.09968,71.42984
-1224688343383470223,51.098707,71.431666,51.086102,71.423411
7472482961881199110,51.095587,71.42431,51.099671,71.430024
6724515721532336968,51.102128,71.422452,51.078334,71.428742
-7392330582215010791,51.099978,71.428463,51.081017,71.399552
-1319253471997635653,51.08987,71.40782,51.10084,71.4068
-9005314433826788980,51.08483,71.4365,51.08763,71.42392
-6888912858319388507,51.09769,71.40571,51.10107,71.41923
6900664783398527479,51.0954,71.42014,51.10217,71.41063
3534351003120657722,51.089454,71.437452,51.094107,71.436248
-4911664954126445124,51.09434,71.43614,51.09771,71.41213
7408731755521442137,51.09431,71.43609,51.1011,71.40685
-8229410190951772551,51.102249,71.410916,51.084711,71.400829
-2553132855992667309,51.097117,71.433734,51.09975,71.429378
2029411132643665570,51.08115,71.39973,51.10132,71.40696
1547828326361696842,51.09708,71.41656,51.10193,71.42264
-6606368999653733734,51.10007,71.42174,51.09765,71.41272
-4628385530579427725,51.1019,71.422614,51.081586,71.405412
-8330317107742339113,51.10112,71.40672,51.07848,71.42931
4578677777932908671,51.08735,71.41964,51.08158,71.40536
-5804865175159459439,51.08375,71.42269,51.10213,71.41089
-7488560248018683479,51.102204,71.410596,51.099712,71.429777
1883831271964659246,51.076228,71.420155,51.082955,71.397529
1067405080775076929,51.102127,71.410708,51.08098,71.39962
-6177390674231960963,51.089276,71.411249,51.095914,71.408234
207664912321425492,51.082926,71.397604,51.084862,71.43649
1504361180410846744,51.10219,71.41056,51.09329,71.41931
1482972277956943591,51.099078,71.401874,51.093701,71.411092
-2319818401991012565,51.100979,71.406717,51.082443,71.400662
-1198817506629695907,51.0987,71.43166,51.09798,71.41049
544611319930915200,51.091689,71.422858,51.091105,71.425811
1085718171934675027,51.08733,71.42844,51.09911,71.40204
-7974359625962853154,51.07844,71.429175,51.081075,71.399568
6102791237750649134,51.091471,71.412618,51.090198,71.411655
2290033501005988645,51.085166,71.423097,51.102028,71.422779
-8727386677983773837,51.093619,71.42619,51.094132,71.436385
6210583710147233517,51.10217,71.41071,51.07609,71.42004
-6540462337482494436,51.09723,71.41601,51.09968,71.42982
-4375083240234501926,51.098972,71.403256,51.090849,71.428991
-2071651256083716950,51.090592,71.425329,51.078312,71.42893
7016020003916208319,51.08072,71.41297,51.08745,71.4239
4944428238869511200,51.101279,71.407048,51.102029,71.42271
2561503819430380611,51.091627,71.413063,51.091638,71.413067
-4381994475126475274,51.076511,71.420251,51.099977,71.428593
8751031500057663261,51.082777,71.397761,51.10218,71.411256
-7863772460356915631,51.07848,71.42886,51.10207,71.42273
-1105684401570485248,51.078444,71.429169,51.090734,71.411947
5029663411942735317,51.080938,71.399636,51.098107,71.405717
-8133852171419056023,51.089511,71.436967,51.098662,71.43166
7321407948671506114,51.08649,71.417484,51.089405,71.437482
-2655560688936752915,51.09001,71.40863,51.094346,71.436012
4714576893554142975,51.098895,71.402247,51.084923,71.436523
9216044324546336782,51.0973,71.411354,51.094196,71.436036
5977684277484612789,51.08105,71.399673,51.101232,71.406924
4069983744321589729,51.098735,71.431655,51.08112,71.399555
7027754687563352300,51.081015,71.399648,51.10224,71.411004
-8258059490520385414,51.092973,71.414658,51.082995,71.397476
8365412936872223849,51.094805,71.426889,51.090888,71.41168
-2302893465918246156,51.102224,71.410561,51.090608,71.425005
-1940240240934484375,51.080943,71.399609,51.08804,71.411597
-1617274355748983990,51.09168,71.42907,51.09224,71.42944
8933423426841097981,51.10215,71.41115,51.09413,71.43637
770114620906288405,51.081119,71.399705,51.092882,71.425733
-3948375936730035838,51.078467,71.428826,51.101072,71.406858
-3719750854454462615,51.098982,71.40208,51.083008,71.397457
-7050056095065714740,51.078487,71.429195,51.099709,71.429682
968629931909199416,51.09357,71.4117,51.1022,71.41093
-7448485113058495139,51.09889,71.40427,51.0942,71.43591
-4282137686814227135,51.098429,71.411553,51.086372,71.402013
7497781535276732936,51.101901,71.42238,51.087837,71.424674
-7877641447399508052,51.101282,71.406957,51.087565,71.406197
2302295887934790545,51.082741,71.397611,51.096745,71.416706
-8229806661791058765,51.084926,71.412324,51.084742,71.413605
2531656133631516191,51.094537,71.420103,51.091114,71.420439
957276880217522361,51.09985,71.40628,51.08642,71.41468
4611277542827338118,51.098944,71.402064,51.084929,71.411703
6388851062344552998,51.081669,71.405676,51.101224,71.406904
8766214827203223078,51.100324,71.428511,51.102251,71.410757
-4341126461961486515,51.100135,71.428588,51.078319,71.42896
6214568635616385322,51.080763,71.411679,51.078174,71.428608
6176997931083221026,51.098934,71.402391,51.089589,71.410642
-6924555228726048872,51.089403,71.437802,51.090766,71.411993
8386564888212342372,51.081517,71.408098,51.099064,71.402584
-5632071913470342561,51.08279,71.397592,51.077706,71.420347
-5138260082734932142,51.07611,71.4201,51.09083,71.42717
3869478562625602064,51.09896,71.40235,51.08802,71.42031
-7552296009934033587,51.089924,71.403036,51.101189,71.407013
-6892312880215311930,51.092564,71.419502,51.099024,71.401689
390466323443412816,51.09434,71.43583,51.09899,71.40176
-5227454266230251886,51.100281,71.428546,51.101128,71.40686
-9119015573981475259,51.094123,71.419975,51.084795,71.432702
-631791173110447,51.084945,71.436674,51.101176,71.40686
5054393603835854484,51.098979,71.402142,51.089831,71.409524
-671730809753375965,51.094127,71.436222,51.099687,71.429977
8150523021071588246,51.101026,71.406706,51.1022,71.411209
-7132062563385479307,51.09655,71.42745,51.08489,71.43672
3288730153152678090,51.080382,71.41544,51.078193,71.428326
4017432169968279923,51.09806,71.411254,51.09026,71.408414
1236925735787607547,51.102155,71.422508,51.09916,71.402132
3345341879353946503,51.094463,71.434227,51.087808,71.412122
-643094566882293371,51.078327,71.428886,51.084913,71.436559
8520621833285227858,51.100072,71.428501,51.075974,71.419836
2971000665835959901,51.09448,71.406511,51.100102,71.42874
-8655028682324999136,51.094205,71.436016,51.08294,71.397638
-8206725181289888676,51.081094,71.399703,51.101208,71.406896
-8132009309973206700,51.085046,71.436463,51.094968,71.419972
-6413973132019047263,51.101224,71.406802,51.102208,71.411388
-6929282501346790631,51.08119,71.399713,51.10095,71.406808
1944820207175652161,51.07843,71.42913,51.08291,71.39753
-4571457392312677326,51.08053,71.41477,51.08739,71.42804
-1085046019677226539,51.102057,71.42249,51.080872,71.399602
8885688562509883660,51.101439,71.415696,51.102079,71.422673
4954182654340819777,51.09631,71.42701,51.08562,71.43058
4644689825950246671,51.08274,71.39796,51.09389,71.42827
7475778532468196415,51.10215,71.41043,51.08777,71.40386
-3409058173582990859,51.09666,71.41446,51.09257,71.4036
2496716860713457992,51.100232,71.428439,51.090545,71.422571
291837209600874899,51.101268,71.406896,51.081313,71.399561
-5031520826875070726,51.090493,71.403751,51.084053,71.41801
3115251937990973823,51.099057,71.401974,51.091665,71.405686
-2620100359688573641,51.087073,71.423985,51.094461,71.436168
-7354867381240831874,51.099069,71.401733,51.098928,71.411721
-6625108614197179664,51.07606,71.420036,51.102218,71.411233
-3616718179374437658,51.081015,71.399713,51.10137,71.407039
-2458074084483251356,51.085978,71.404704,51.102133,71.422678
-5554042495050687253,51.100356,71.4285,51.094102,71.43629
4328194961151583310,51.096711,71.418046,51.087425,71.406219
7119747845895307501,51.0775,71.42581,51.07598,71.41986
-5852694577058822162,51.095807,71.410681,51.09793,71.405661
7493622889117128544,51.081,71.39957,51.08863,71.40232
1956265225986557066,51.07887,71.42627,51.10188,71.42265
7581930505879874562,51.100172,71.406624,51.101676,71.422528
-6564275722562225022,51.082592,71.398256,51.100237,71.428684
1525417889866578965,51.090051,71.411214,51.090389,71.403876
-7186067397230916441,51.078485,71.428761,51.084898,71.436583
2628812564394787695,51.101837,71.422384,51.094193,71.436224
1940275567474589499,51.078543,71.428602,51.100043,71.428587
2416832503474798176,51.094308,71.43609,51.099883,71.406212
8074969761607963674,51.08087,71.39959,51.10106,71.40685
-9122487775528839922,51.094,71.43606,51.09091,71.42686
7121731195151712253,51.095516,71.426168,51.09523,71.428787
-1986658594482205380,51.09693,71.42086,51.09895,71.41185
2796987688829728549,51.082423,71.401079,51.080923,71.399531
-4319755509082680447,51.09431,71.40619,51.08355,71.40059
342543543672402756,51.092485,71.409812,51.09248,71.409738
-6174736110520080250,51.07816,71.428567,51.081119,71.399597
529423601957961017,51.076075,71.420101,51.0784,71.428439
774923853084574183,51.101298,71.406856,51.098057,71.421095
345584514280285914,51.080984,71.399669,51.090344,71.40508
9214892925462024257,51.078466,71.428823,51.099105,71.401928
-1891339531025420513,51.100254,71.428542,51.099616,71.412156
5729249466039549938,51.078524,71.428864,51.101937,71.422746
3508066378477798214,51.10002,71.42858,51.09417,71.43623
8224824488455468176,51.09853,71.43162,51.08125,71.3997
1984175775825704729,51.10216,71.4225,51.10222,71.4107
-8921490362518093044,51.08106,71.399658,51.101359,71.406967
4542507229348906751,51.09869,71.40424,51.0961,71.42151
-9162195255193388566,51.093111,71.432883,51.094712,71.430423
-7672385566028916584,51.078546,71.428604,51.082951,71.39788
-8252446428184417766,51.098995,71.401975,51.09589,71.423816
6382500287484564853,51.101246,71.406827,51.078398,71.429092
9039656002458858208,51.086794,71.41098,51.090338,71.425054
4645786198170631381,51.08942,71.437604,51.089863,71.40774
-6640920778494442285,51.099877,71.412385,51.094126,71.436352
-2908324630603793585,51.094979,71.428152,51.098707,71.431723
363045680585784202,51.095183,71.428676,51.099114,71.402416
-123583027177637565,51.087615,71.419632,51.089429,71.437279
-2403629022178364233,51.087613,71.42397,51.101019,71.406802
-4648149379545735134,51.09085,71.406418,51.100168,71.428542
-1098881693833332335,51.082695,71.397905,51.100039,71.42855
2955213446520042653,51.100513,71.425018,51.094977,71.410367
-6683155579225977143,51.089995,71.425533,51.086946,71.410455
-5904286385510497438,51.08497,71.43627,51.10212,71.42268
1649480289441259337,51.077434,71.426458,51.081003,71.399682
-279148721924540769,51.09899,71.40204,51.09427,71.43602
2040420966725796938,51.100071,71.428502,51.097692,71.412434
6039862224633775918,51.10213,71.41085,51.09911,71.40222
-2713382786992693150,51.100028,71.422164,51.07887,71.420773
9105759367370069095,51.08091,71.39964,51.10131,71.40699
-7449476859281805414,51.08936,71.43786,51.09558,71.42243
346517683272294498,51.08628,71.41632,51.09383,71.41013
406944054643179041,51.10113,71.40675,51.08351,71.42257
1269248846173625285,51.094297,71.436318,51.102174,71.411223
1086223825685635575,51.0922,71.40367,51.10131,71.40692
-2104458120061650615,51.094719,71.410535,51.09907,71.402482
9147056482102312174,51.09987,71.40631,51.10002,71.42861
-8716983388479205406,51.09428,71.43632,51.10106,71.4067
4709479026126870730,51.10112,71.40676,51.08091,71.39956
-1050746130490194788,51.10029,71.42864,51.08291,71.39776
-5717883783712905341,51.10111,71.40678,51.10007,71.42852
-8730255489103430568,51.097115,71.415654,51.080799,71.411573
-933805051639976294,51.100262,71.428727,51.101315,71.406916
-7968756597840626328,51.076264,71.420154,51.099862,71.428641
3800646308026074335,51.100227,71.428492,51.099086,71.402329
-258532760289279090,51.101224,71.40676,51.084996,71.436045
-5752199002382312737,51.081236,71.399708,51.097552,71.413776
953949036741989871,51.089815,71.40855,51.08254,71.400778
-7951021093398908831,51.100652,71.423906,51.085884,71.430448
-3554615482346966441,51.080997,71.399559,51.08548,71.433143
-6715391800669916360,51.101145,71.406765,51.081035,71.399602
-1886111403906645191,51.089546,71.437137,51.102222,71.410995
-835872073367880517,51.078355,71.428402,51.084458,71.40084
1474188905874745683,51.094484,71.40596,51.087411,71.42774
4394647418557055751,51.100907,71.422364,51.099044,71.401849
8967020988619371695,51.086722,71.425761,51.100996,71.40686
3909810090039774924,51.10195,71.41172,51.08292,71.39763
-8749584309338609139,51.09869,71.43164,51.10011,71.42861
